Caption,Structured_Caption,Audio_mp3,Audio_wav,Image_1,Image_2,Image_3,Video
Multiple voices speak with a vehicle in the background,<multiple voices speak& all>@<vehicle in background& all>,Multiple_voices_speak_with_a_vehicle_in_the_background.mp3,Multiple_voices_speak_with_a_vehicle_in_the_background.wav,Multiple_voices_speak_with_a_vehicle_in_the_background_image_1.jpg,Multiple_voices_speak_with_a_vehicle_in_the_background_image_5.jpg,Multiple_voices_speak_with_a_vehicle_in_the_background_image_9.jpg,Multiple_voices_speak_with_a_vehicle_in_the_background.mp4
"An aircraft engine is operating, and high-pitched whining and whooshing are present",<aircraft engine operating& all>@<high-pitched whining& all>@<whooshing& all>,"An_aircraft_engine_is_operating,_and_high-pitched_whining_and_whooshing_are_present.mp3","An_aircraft_engine_is_operating,_and_high-pitched_whining_and_whooshing_are_present.wav","An_aircraft_engine_is_operating,_and_high-pitched_whining_and_whooshing_are_present_image_1.jpg","An_aircraft_engine_is_operating,_and_high-pitched_whining_and_whooshing_are_present_image_5.jpg","An_aircraft_engine_is_operating,_and_high-pitched_whining_and_whooshing_are_present_image_9.jpg","An_aircraft_engine_is_operating,_and_high-pitched_whining_and_whooshing_are_present.mp4"
Water splashes as wind blows nearby,<water splashes& all>@<wind blows& all>,Water_splashes_as_wind_blows_nearby.mp3,Water_splashes_as_wind_blows_nearby.wav,Water_splashes_as_wind_blows_nearby_image_1.jpg,Water_splashes_as_wind_blows_nearby_image_5.jpg,Water_splashes_as_wind_blows_nearby_image_9.jpg,Water_splashes_as_wind_blows_nearby.mp4
"An adult female is speaking, birds are chirping, and a horse snorts",<adult female speaking& all>@<birds chirping& all>@<horse snorts& mid>,"An_adult_female_is_speaking,_birds_are_chirping,_and_a_horse_snorts.mp3","An_adult_female_is_speaking,_birds_are_chirping,_and_a_horse_snorts.wav","An_adult_female_is_speaking,_birds_are_chirping,_and_a_horse_snorts_image_1.jpg","An_adult_female_is_speaking,_birds_are_chirping,_and_a_horse_snorts_image_5.jpg","An_adult_female_is_speaking,_birds_are_chirping,_and_a_horse_snorts_image_9.jpg","An_adult_female_is_speaking,_birds_are_chirping,_and_a_horse_snorts.mp4"
Wind noise sounds and a train goes by with horn sounds,<wind noise sounds& all>@<train goes by& start>@<horn sounds& mid>,Wind_noise_sounds_and_a_train_goes_by_with_horn_sounds.mp3,Wind_noise_sounds_and_a_train_goes_by_with_horn_sounds.wav,Wind_noise_sounds_and_a_train_goes_by_with_horn_sounds_image_1.jpg,Wind_noise_sounds_and_a_train_goes_by_with_horn_sounds_image_5.jpg,Wind_noise_sounds_and_a_train_goes_by_with_horn_sounds_image_9.jpg,Wind_noise_sounds_and_a_train_goes_by_with_horn_sounds.mp4
A woman delivering a speech over a microphone,<woman delivering a speech over a microphone& all>,A_woman_delivering_a_speech_over_a_microphone.mp3,A_woman_delivering_a_speech_over_a_microphone.wav,A_woman_delivering_a_speech_over_a_microphone_image_1.jpg,A_woman_delivering_a_speech_over_a_microphone_image_5.jpg,A_woman_delivering_a_speech_over_a_microphone_image_9.jpg,A_woman_delivering_a_speech_over_a_microphone.mp4
A man speaks then banging of metal followed by animal grunts,<man speaks& all>@<banging of metal& mid>@<animal grunts& end>,A_man_speaks_then_banging_of_metal_followed_by_animal_grunts.mp3,A_man_speaks_then_banging_of_metal_followed_by_animal_grunts.wav,A_man_speaks_then_banging_of_metal_followed_by_animal_grunts_image_1.jpg,A_man_speaks_then_banging_of_metal_followed_by_animal_grunts_image_5.jpg,A_man_speaks_then_banging_of_metal_followed_by_animal_grunts_image_9.jpg,A_man_speaks_then_banging_of_metal_followed_by_animal_grunts.mp4
A man speaks with birds chirping in the distance,<man speaks& all>@<birds chirping& all>,A_man_speaks_with_birds_chirping_in_the_distance.mp3,A_man_speaks_with_birds_chirping_in_the_distance.wav,A_man_speaks_with_birds_chirping_in_the_distance_image_1.jpg,A_man_speaks_with_birds_chirping_in_the_distance_image_5.jpg,A_man_speaks_with_birds_chirping_in_the_distance_image_9.jpg,A_man_speaks_with_birds_chirping_in_the_distance.mp4
A baby is crying loudly,<baby crying loudly& all>,A_baby_is_crying_loudly.mp3,A_baby_is_crying_loudly.wav,A_baby_is_crying_loudly_image_1.jpg,A_baby_is_crying_loudly_image_5.jpg,A_baby_is_crying_loudly_image_9.jpg,A_baby_is_crying_loudly.mp4
A clock ticking followed by bells chiming,<clock ticking& all>@<bells chiming& end>,A_clock_ticking_followed_by_bells_chiming.mp3,A_clock_ticking_followed_by_bells_chiming.wav,A_clock_ticking_followed_by_bells_chiming_image_1.jpg,A_clock_ticking_followed_by_bells_chiming_image_5.jpg,A_clock_ticking_followed_by_bells_chiming_image_9.jpg,A_clock_ticking_followed_by_bells_chiming.mp4
A child cries and yells and an adult speaks in response,<child cries and yells& all>@<adult speaks in response& mid>,A_child_cries_and_yells_and_an_adult_speaks_in_response.mp3,A_child_cries_and_yells_and_an_adult_speaks_in_response.wav,A_child_cries_and_yells_and_an_adult_speaks_in_response_image_1.jpg,A_child_cries_and_yells_and_an_adult_speaks_in_response_image_5.jpg,A_child_cries_and_yells_and_an_adult_speaks_in_response_image_9.jpg,A_child_cries_and_yells_and_an_adult_speaks_in_response.mp4
Multiple large explosions,<multiple large explosions& all>,Multiple_large_explosions.mp3,Multiple_large_explosions.wav,Multiple_large_explosions_image_1.jpg,Multiple_large_explosions_image_5.jpg,Multiple_large_explosions_image_9.jpg,Multiple_large_explosions.mp4
"Traffic runs by, some digital bells ring",<traffic runs by& all>@<digital bells ring& all>,"Traffic_runs_by,_some_digital_bells_ring.mp3","Traffic_runs_by,_some_digital_bells_ring.wav","Traffic_runs_by,_some_digital_bells_ring_image_1.jpg","Traffic_runs_by,_some_digital_bells_ring_image_5.jpg","Traffic_runs_by,_some_digital_bells_ring_image_9.jpg","Traffic_runs_by,_some_digital_bells_ring.mp4"
Rapid beeping sheep bleating and man speaking,<rapid beeping& all>@<sheep bleating& mid>@<man speaking& end>,Rapid_beeping_sheep_bleating_and_man_speaking.mp3,Rapid_beeping_sheep_bleating_and_man_speaking.wav,Rapid_beeping_sheep_bleating_and_man_speaking_image_1.jpg,Rapid_beeping_sheep_bleating_and_man_speaking_image_5.jpg,Rapid_beeping_sheep_bleating_and_man_speaking_image_9.jpg,Rapid_beeping_sheep_bleating_and_man_speaking.mp4
Clanking together with tapping and birds chirping followed by brief female speech,<clanking together& start>@<tapping& mid>@<birds chirping& mid>@<female speech& end>,Clanking_together_with_tapping_and_birds_chirping_followed_by_brief_female_speech.mp3,Clanking_together_with_tapping_and_birds_chirping_followed_by_brief_female_speech.wav,Clanking_together_with_tapping_and_birds_chirping_followed_by_brief_female_speech_image_1.jpg,Clanking_together_with_tapping_and_birds_chirping_followed_by_brief_female_speech_image_5.jpg,Clanking_together_with_tapping_and_birds_chirping_followed_by_brief_female_speech_image_9.jpg,Clanking_together_with_tapping_and_birds_chirping_followed_by_brief_female_speech.mp4
An aircraft flying in the distance as wind blows heavily into a microphone,<aircraft flying& all>@<wind blows heavily& all>,An_aircraft_flying_in_the_distance_as_wind_blows_heavily_into_a_microphone.mp3,An_aircraft_flying_in_the_distance_as_wind_blows_heavily_into_a_microphone.wav,An_aircraft_flying_in_the_distance_as_wind_blows_heavily_into_a_microphone_image_1.jpg,An_aircraft_flying_in_the_distance_as_wind_blows_heavily_into_a_microphone_image_5.jpg,An_aircraft_flying_in_the_distance_as_wind_blows_heavily_into_a_microphone_image_9.jpg,An_aircraft_flying_in_the_distance_as_wind_blows_heavily_into_a_microphone.mp4
Loud shaking of loose objects against a plastic surface,<loud shaking of loose objects against a plastic surface& all>,Loud_shaking_of_loose_objects_against_a_plastic_surface.mp3,Loud_shaking_of_loose_objects_against_a_plastic_surface.wav,Loud_shaking_of_loose_objects_against_a_plastic_surface_image_1.jpg,Loud_shaking_of_loose_objects_against_a_plastic_surface_image_5.jpg,Loud_shaking_of_loose_objects_against_a_plastic_surface_image_9.jpg,Loud_shaking_of_loose_objects_against_a_plastic_surface.mp4
Birds are flapping their wings and some bird call,<birds flapping their wings& all>@<bird call& all>,Birds_are_flapping_their_wings_and_some_bird_call.mp3,Birds_are_flapping_their_wings_and_some_bird_call.wav,Birds_are_flapping_their_wings_and_some_bird_call_image_1.jpg,Birds_are_flapping_their_wings_and_some_bird_call_image_5.jpg,Birds_are_flapping_their_wings_and_some_bird_call_image_9.jpg,Birds_are_flapping_their_wings_and_some_bird_call.mp4
Birds flapping their wings and cooing,<birds flapping their wings& all>@<birds cooing& all>,Birds_flapping_their_wings_and_cooing.mp3,Birds_flapping_their_wings_and_cooing.wav,Birds_flapping_their_wings_and_cooing_image_1.jpg,Birds_flapping_their_wings_and_cooing_image_5.jpg,Birds_flapping_their_wings_and_cooing_image_9.jpg,Birds_flapping_their_wings_and_cooing.mp4
A baby cries and then a woman speaks while pumping something with air,<baby cries& start>@<woman speaks& mid>@<pumping sound& end>,A_baby_cries_and_then_a_woman_speaks_while_pumping_something_with_air.mp3,A_baby_cries_and_then_a_woman_speaks_while_pumping_something_with_air.wav,A_baby_cries_and_then_a_woman_speaks_while_pumping_something_with_air_image_1.jpg,A_baby_cries_and_then_a_woman_speaks_while_pumping_something_with_air_image_5.jpg,A_baby_cries_and_then_a_woman_speaks_while_pumping_something_with_air_image_9.jpg,A_baby_cries_and_then_a_woman_speaks_while_pumping_something_with_air.mp4
A woman whispering while someone is snoring in the background,<woman whispering& all>@<someone snoring& all>,A_woman_whispering_while_someone_is_snoring_in_the_background.mp3,A_woman_whispering_while_someone_is_snoring_in_the_background.wav,A_woman_whispering_while_someone_is_snoring_in_the_background_image_1.jpg,A_woman_whispering_while_someone_is_snoring_in_the_background_image_5.jpg,A_woman_whispering_while_someone_is_snoring_in_the_background_image_9.jpg,A_woman_whispering_while_someone_is_snoring_in_the_background.mp4
Chatter and then a car horn beeping,<chatter& all>@<car horn beeping& mid>,Chatter_and_then_a_car_horn_beeping.mp3,Chatter_and_then_a_car_horn_beeping.wav,Chatter_and_then_a_car_horn_beeping_image_1.jpg,Chatter_and_then_a_car_horn_beeping_image_5.jpg,Chatter_and_then_a_car_horn_beeping_image_9.jpg,Chatter_and_then_a_car_horn_beeping.mp4
A door creaks open slowly,<door creaks open slowly& all>,A_door_creaks_open_slowly.mp3,A_door_creaks_open_slowly.wav,A_door_creaks_open_slowly_image_1.jpg,A_door_creaks_open_slowly_image_5.jpg,A_door_creaks_open_slowly_image_9.jpg,A_door_creaks_open_slowly.mp4
Someone makes fart spit noises at a baby that is laughing back,<someone makes fart spit noises& all>@<baby laughs& all>,Someone_makes_fart_spit_noises_at_a_baby_that_is_laughing_back.mp3,Someone_makes_fart_spit_noises_at_a_baby_that_is_laughing_back.wav,Someone_makes_fart_spit_noises_at_a_baby_that_is_laughing_back_image_1.jpg,Someone_makes_fart_spit_noises_at_a_baby_that_is_laughing_back_image_5.jpg,Someone_makes_fart_spit_noises_at_a_baby_that_is_laughing_back_image_9.jpg,Someone_makes_fart_spit_noises_at_a_baby_that_is_laughing_back.mp4
"Birds coo, wings flap, and slight rustling occurs, while a motor continually revs in the background",<birds coo& all>@<wings flap& all>@<slight rustling& all>@<motor revs& all>,"Birds_coo,_wings_flap,_and_slight_rustling_occurs,_while_a_motor_continually_revs_in_the_background.mp3","Birds_coo,_wings_flap,_and_slight_rustling_occurs,_while_a_motor_continually_revs_in_the_background.wav","Birds_coo,_wings_flap,_and_slight_rustling_occurs,_while_a_motor_continually_revs_in_the_background_image_1.jpg","Birds_coo,_wings_flap,_and_slight_rustling_occurs,_while_a_motor_continually_revs_in_the_background_image_5.jpg","Birds_coo,_wings_flap,_and_slight_rustling_occurs,_while_a_motor_continually_revs_in_the_background_image_9.jpg","Birds_coo,_wings_flap,_and_slight_rustling_occurs,_while_a_motor_continually_revs_in_the_background.mp4"
"Birds are chirping, crickets are chirping, rustling occurs, and an adult male speaks",<birds chirping& all>@<crickets chirping& all>@<rustling occurs& all>@<adult male speaks& end>,"Birds_are_chirping,_crickets_are_chirping,_rustling_occurs,_and_an_adult_male_speaks.mp3","Birds_are_chirping,_crickets_are_chirping,_rustling_occurs,_and_an_adult_male_speaks.wav","Birds_are_chirping,_crickets_are_chirping,_rustling_occurs,_and_an_adult_male_speaks_image_1.jpg","Birds_are_chirping,_crickets_are_chirping,_rustling_occurs,_and_an_adult_male_speaks_image_5.jpg","Birds_are_chirping,_crickets_are_chirping,_rustling_occurs,_and_an_adult_male_speaks_image_9.jpg","Birds_are_chirping,_crickets_are_chirping,_rustling_occurs,_and_an_adult_male_speaks.mp4"
"A child laughs outside as birds chirp from a distance, and a woman laughs faintly in the background",<child laughs outside& all>@<birds chirp& all>@<woman laughs faintly& end>,"A_child_laughs_outside_as_birds_chirp_from_a_distance,_and_a_woman_laughs_faintly_in_the_background.mp3","A_child_laughs_outside_as_birds_chirp_from_a_distance,_and_a_woman_laughs_faintly_in_the_background.wav","A_child_laughs_outside_as_birds_chirp_from_a_distance,_and_a_woman_laughs_faintly_in_the_background_image_1.jpg","A_child_laughs_outside_as_birds_chirp_from_a_distance,_and_a_woman_laughs_faintly_in_the_background_image_5.jpg","A_child_laughs_outside_as_birds_chirp_from_a_distance,_and_a_woman_laughs_faintly_in_the_background_image_9.jpg","A_child_laughs_outside_as_birds_chirp_from_a_distance,_and_a_woman_laughs_faintly_in_the_background.mp4"
Engine revving loudly,<engine revving loudly& all>,Engine_revving_loudly.mp3,Engine_revving_loudly.wav,Engine_revving_loudly_followed_by_idling_image_1.jpg,Engine_revving_loudly_image_1.jpg,Engine_revving_loudly_image_9.jpg,Engine_revving_loudly.mp4
"A group of birds cheep, a man speaks",<birds cheep& all>@<man speaks& all>,"A_group_of_birds_cheep,_a_man_speaks.mp3","A_group_of_birds_cheep,_a_man_speaks.wav","A_group_of_birds_cheep,_a_man_speaks_image_1.jpg","A_group_of_birds_cheep,_a_man_speaks_image_5.jpg","A_group_of_birds_cheep,_a_man_speaks_image_9.jpg","A_group_of_birds_cheep,_a_man_speaks.mp4"
Birds are chirping and flapping their wings,<birds chirping& all>@<wings flapping& all>,Birds_are_chirping_and_flapping_their_wings.mp3,Birds_are_chirping_and_flapping_their_wings.wav,Birds_are_chirping_and_flapping_their_wings_image_1.jpg,Birds_are_chirping_and_flapping_their_wings_image_5.jpg,Birds_are_chirping_and_flapping_their_wings_image_9.jpg,Birds_are_chirping_and_flapping_their_wings.mp4
Swooshing sounds followed by a motor vehicle speeding off as the engine accelerates,<swooshing sounds& start>@<motor vehicle speeding off& end>@<engine accelerates& all>,Swooshing_sounds_followed_by_a_motor_vehicle_speeding_off_as_the_engine_accelerates.mp3,Swooshing_sounds_followed_by_a_motor_vehicle_speeding_off_as_the_engine_accelerates.wav,Swooshing_sounds_followed_by_a_motor_vehicle_speeding_off_as_the_engine_accelerates_image_1.jpg,Swooshing_sounds_followed_by_a_motor_vehicle_speeding_off_as_the_engine_accelerates_image_5.jpg,Swooshing_sounds_followed_by_a_motor_vehicle_speeding_off_as_the_engine_accelerates_image_9.jpg,Swooshing_sounds_followed_by_a_motor_vehicle_speeding_off_as_the_engine_accelerates.mp4
Woman speaking followed by baby crying and woman speaking again,<woman speaking& all>@<baby crying& mid>@<woman speaking again& end>,Woman_speaking_followed_by_baby_crying_and_woman_speaking_again.mp3,Woman_speaking_followed_by_baby_crying_and_woman_speaking_again.wav,Woman_speaking_followed_by_baby_crying_and_woman_speaking_again_image_1.jpg,Woman_speaking_followed_by_baby_crying_and_woman_speaking_again_image_5.jpg,Woman_speaking_followed_by_baby_crying_and_woman_speaking_again_image_9.jpg,Woman_speaking_followed_by_baby_crying_and_woman_speaking_again.mp4
Whooshing followed by distorted speech and buzzing,<whooshing& start>@<distorted speech& mid>@<buzzing& end>,Whooshing_followed_by_distorted_speech_and_buzzing.mp3,Whooshing_followed_by_distorted_speech_and_buzzing.wav,Whooshing_followed_by_distorted_speech_and_buzzing_image_1.jpg,Whooshing_followed_by_distorted_speech_and_buzzing_image_5.jpg,Whooshing_followed_by_distorted_speech_and_buzzing_image_9.jpg,Whooshing_followed_by_distorted_speech_and_buzzing.mp4
Metal clashes and a man speaks,<metal clashes& all>@<man speaks& all>,Metal_clashes_and_a_man_speaks.mp3,Metal_clashes_and_a_man_speaks.wav,Metal_clashes_and_a_man_speaks_image_1.jpg,Metal_clashes_and_a_man_speaks_image_5.jpg,Metal_clashes_and_a_man_speaks_image_9.jpg,Metal_clashes_and_a_man_speaks.mp4
A steam engine running on railroad tracks as steam heavily hisses,<steam engine running on railroad tracks& all>@<steam hisses& all>,A_steam_engine_running_on_railroad_tracks_as_steam_heavily_hisses.mp3,A_steam_engine_running_on_railroad_tracks_as_steam_heavily_hisses.wav,A_steam_engine_running_on_railroad_tracks_as_steam_heavily_hisses_image_1.jpg,A_steam_engine_running_on_railroad_tracks_as_steam_heavily_hisses_image_5.jpg,A_steam_engine_running_on_railroad_tracks_as_steam_heavily_hisses_image_9.jpg,A_steam_engine_running_on_railroad_tracks_as_steam_heavily_hisses.mp4
Wind blowing hard followed by two men talking in distant ending with a frog croaking,<wind blowing hard& start>@<two men talking in distance& mid>@<frog croaking& end>,Wind_blowing_hard_followed_by_two_men_talking_in_distant_ending_with_a_frog_croaking.mp3,Wind_blowing_hard_followed_by_two_men_talking_in_distant_ending_with_a_frog_croaking.wav,Wind_blowing_hard_followed_by_two_men_talking_in_distant_ending_with_a_frog_croaking_image_1.jpg,Wind_blowing_hard_followed_by_two_men_talking_in_distant_ending_with_a_frog_croaking_image_5.jpg,Wind_blowing_hard_followed_by_two_men_talking_in_distant_ending_with_a_frog_croaking_image_9.jpg,Wind_blowing_hard_followed_by_two_men_talking_in_distant_ending_with_a_frog_croaking.mp4
